item,name,group,klub_short,district,districtLabel,gender,dob,dobPrecision,psid
Q71122649,Magdalena Łośko,Q108524655,KO,,,female,1984-08-30T00:00:00Z,11,Q71122649-CAC3BCE5-DE21-475B-A5B2-C899F1462D20
Q71160486,Katarzyna Kotula,Q108524674,Lewica,,,female,1977-02-01T00:00:00Z,11,Q71160486-a2fc45fe-4b48-c874-3510-a3d3e33cad9b
Q71180847,Daria Gosek-Popiołek,Q108524674,Lewica,,,female,1985-04-16T00:00:00Z,11,Q71180847-2667ED4B-35AD-4365-B86A-2959138F1B78
Q71193850,Stanisław Żuk,Q108524687,Kukiz15,,,male,1954-10-01T00:00:00Z,11,Q71193850-E693DFB8-99AE-497F-9548-80526E81D486
Q71214606,Krzysztof Sobolewski,Q108524676,PiS,,,male,1978-09-20T00:00:00Z,11,Q71214606-5FE0302C-EE3F-4E9C-ACE7-A37553CE25CC
Q71217265,Arkadiusz Iwaniak,Q108524674,Lewica,,,male,1974-01-29T00:00:00Z,11,Q71217265-0FDE1450-F33E-4057-96E4-F99D79C76D03
Q71222896,Paulina Matysiak,Q108524674,Lewica,,,female,1984-10-02T00:00:00Z,11,Q71222896-4A4E1157-5B27-4B3B-BC30-25E6FBB6DED9
Q71254446,Anna Dąbrowska-Banaszek,Q108524676,PiS,,,female,1961-04-14T00:00:00Z,11,Q71254446-c7665151-459f-4a2b-0342-416fe6f6611a
Q71254826,Marta Wcisło,Q108524655,KO,,,female,1969-02-26T00:00:00Z,11,Q71254826-96821a38-44e9-b835-fee0-363aba55d082
Q71256827,Bożena Żelazowska,Q108524672,KP,,,female,1970-08-23T00:00:00Z,11,Q71256827-57889bfe-41bc-3d09-ae21-41aac749cece
Q71331668,Przemysław Koperski,Q108524674,Lewica,,,male,1974-11-22T00:00:00Z,11,Q71331668-9844A67C-ACCB-4EC0-A7EB-5A72DD62CC2A
Q71419663,Riad Haidar,Q108524655,KO,Q5094681,Chełm,male,1951-08-01T00:00:00Z,11,Q71419663-be779a83-4ca6-e678-6ef9-315206426a45
Q71420500,Monika Pawłowska,Q108524679,Porozumienie,,,female,1983-06-15T00:00:00Z,11,Q71420500-59F530CD-3DB3-4255-B9E2-F5C3049F4F85
Q71420899,Beata Strzałka,Q108524676,PiS,,,female,1971-06-14T00:00:00Z,11,Q71420899-5EE0BEFB-D0EC-40E5-ABE5-9034F136A9DB
Q71421306,Tomasz Aniśko,Q108524655,KO,,,male,1963-04-07T00:00:00Z,11,Q71421306-9CD75B9B-7578-4E5F-A943-8FF3D61B2358
Q71489409,Przemysław Drabek,Q108524676,PiS,,,male,1979-10-02T00:00:00Z,11,Q71489409-B519A1CC-EDA5-48F9-B9A5-CACC18AB4756
Q71507746,Wiesław Buż,Q108524674,Lewica,,,male,1957-09-27T00:00:00Z,11,Q71507746-70DD1B3F-E3F7-4792-91A9-C193CFDDDD56
Q71513659,Patryk Wicher,Q108524676,PiS,,,male,1986-03-09T00:00:00Z,11,Q71513659-4d48e144-474e-5b72-be94-30fab8c25a99
Q71516894,Katarzyna Sójka,Q108524676,PiS,,,female,1986-05-02T00:00:00Z,11,Q71516894-C9A2F17E-C90C-42BE-AD89-C318EA41FD96
Q71528039,Stanisław Bukowiec,Q108524679,Porozumienie,,,male,1972-11-08T00:00:00Z,11,Q71528039-003E726F-04B5-4137-B010-CBA51CA2DA0A
Q7156193,Paweł Papke,Q108524655,KO,,,male,1977-02-13T00:00:00Z,11,Q7156193-723E757A-804B-4C98-B5FE-367004B5B800
Q7156196,Paweł Poncyljusz,Q108524655,KO,,,male,1969-05-18T00:00:00Z,11,Q7156196-B0B7DAC2-BE0F-4A7C-87E5-799B411B73A6
Q71599083,Konrad Frysztak,Q108524655,KO,,,male,1986-02-15T00:00:00Z,11,Q71599083-085E3A5A-A429-4AB8-8A62-E0D56B494B39
Q71638752,Piotr Sak,Q108524676,PiS,,,male,1983-05-29T00:00:00Z,11,Q71638752-406B5800-17A5-4252-B831-3E946DC2CEE8
Q71651090,Tadeusz Chrzan,Q108524676,PiS,,,male,1963-09-14T00:00:00Z,11,Q71651090-E1955490-9379-424F-B94A-A048F332315E
Q71966781,Jacek Ozdoba,Q108524676,PiS,,,male,1991-09-22T00:00:00Z,11,Q71966781-A0E9EEA0-BC44-4FE2-8630-AAB5E8BA3A09
Q71967697,Agnieszka Górska,Q108524676,PiS,,,female,1976-01-01T00:00:00Z,11,Q71967697-9B4B2696-8CBD-4A32-A012-E62EBE44B854
Q7196976,Piotr Król,Q108524676,PiS,,,male,1974-06-26T00:00:00Z,11,Q7196976-32F07868-A08C-424A-AF96-DE8B54563678
Q72084103,Iwona Hartwich,Q108524655,KO,,,female,1970-09-06T00:00:00Z,11,Q72084103-B9E12022-C821-49A7-B5DE-38FEF30BEAC8
Q72100585,Joanna Jaśkowiak,Q108524655,KO,,,female,1965-11-06T00:00:00Z,11,Q72100585-2C9C3060-208D-4D59-B662-C41FE520BE6D
Q72101024,Artur Dziambor,Q108524680,Konfederacja,,,male,1982-01-27T00:00:00Z,11,Q72101024-1BAFB9BB-F2F6-4A95-A1D7-2D01029E8159
Q72257834,Magdalena Filiks,Q108524655,KO,,,female,1978-12-08T00:00:00Z,11,Q72257834-A490EEA8-70FA-487E-9D72-3A5C2A4FB218
Q72264383,Maciej Górski,Q108524676,PiS,,,male,1983-09-23T00:00:00Z,11,Q72264383-E07C142A-8A46-44F7-8420-A5A7F381C005
Q72264741,Urszula Zielińska,Q108524655,KO,,,female,1977-10-03T00:00:00Z,11,Q72264741-D5ABCE48-ADB3-4625-BC7D-55EF7F53355E
Q72385571,Teresa Pamuła,Q108524676,PiS,,,female,1956-12-28T00:00:00Z,11,Q72385571-7fec6198-40dd-eb94-8561-7e409bc04dc6
Q72386631,Magdalena Sroka,Q108524679,Porozumienie,,,female,1979-07-15T00:00:00Z,11,Q72386631-CC31F6B9-654E-473A-9278-F88E51E5B4F0
Q72831474,Grzegorz Gaża,Q108524676,PiS,,,male,1972-02-23T00:00:00Z,11,Q72831474-91775BFD-E9B9-4D89-B659-85D8BC0A9979
Q72831660,Zdzisław Wolski,Q108524674,Lewica,,,male,1956-02-25T00:00:00Z,11,Q72831660-C47C9CD7-89F5-4CA4-8BA6-C40BFA084C6C
Q72852516,Michał Wypij,Q108524679,Porozumienie,,,male,1985-12-13T00:00:00Z,11,Q72852516-1400579B-7FC8-456A-B895-48B4B1DAE2E1
Q72920631,Tomasz Olichwer,Q108524655,KO,,,male,1964-06-18T00:00:00Z,11,Q72920631-F1AB1E65-6DF6-4D2A-B757-C1E4FF38DFFC
Q72920956,Maciej Konieczny,Q108524674,Lewica,,,male,1980-10-14T00:00:00Z,11,Q72920956-DD1CB1A6-08E3-4926-9C26-EACE5990C87C
Q72921250,Marek Wesoły,Q108524676,PiS,,,male,1972-05-03T00:00:00Z,11,Q72921250-095C3D39-49DE-43E2-AE05-BE828A7E702F
Q72921355,Mateusz Bochenek,Q108524655,KO,,,male,1993-03-12T00:00:00Z,11,Q72921355-40507BC3-1E03-4BBA-A564-8BACAFB97A62
Q72921427,Rafał Adamczyk,Q108524674,Lewica,,,male,1974-05-30T00:00:00Z,11,Q72921427-B910E3D6-18EE-431F-A98E-51244714966F
Q72922606,Katarzyna Kretkowska,Q108524674,Lewica,,,female,1958-06-07T00:00:00Z,11,Q72922606-C1F76B3C-9986-48FE-A580-47DE2BE08D0D
Q72936661,Zbigniew Ziejewski,Q108524672,KP,,,male,1958-11-28T00:00:00Z,11,Q72936661-7BFFC640-D3C9-4227-B7AA-C25BCB4FACFB
Q72936824,Marcin Kulasek,Q108524674,Lewica,Q7088700,Olsztyn,male,1976-04-04T00:00:00Z,11,Q72936824-470e095b-4dbf-3b99-a02a-ed65275c9711
Q72938214,Karolina Pawliczak,Q108524674,Lewica,Q11797368,Okręg wyborczy nr 36 do Sejmu RP,female,1976-06-25T00:00:00Z,11,Q72938214-d470eb44-4f1e-d8cd-01d7-976a5daf96df
Q72938290,Grzegorz Rusiecki,Q108524655,KO,,,male,1983-02-28T00:00:00Z,11,Q72938290-3DAEA829-15B4-4CE5-B821-39A6BA4FD87B
Q72970716,Artur Łącki,Q108524655,KO,,,male,1961-12-05T00:00:00Z,11,Q72970716-7F691503-8461-49B4-800D-DBC8965DCD32
Q72998344,Małgorzata Prokop-Paczkowska,Q108524674,Lewica,,,female,1960-08-27T00:00:00Z,11,Q72998344-CCA6027B-B1E0-4A2F-A587-A05C1A596055
Q72998798,Dariusz Wieczorek,Q108524674,Lewica,,,male,1965-05-23T00:00:00Z,11,Q72998798-E1DB0973-B804-49D9-A753-68B8161A2D34
Q73024133,Janusz Kowalski,Q108524676,PiS,,,male,1978-04-11T00:00:00Z,11,Q73024133-B5A6FA6F-9E84-47CB-8323-C20F20122A4B
Q73024367,Krzysztof Piątkowski,Q108524655,KO,,,male,1969-09-03T00:00:00Z,11,Q73024367-A319E7A2-9B63-4D9F-BBBC-F20D363BB157
Q73024554,Kacper Płażyński,Q108524676,PiS,,,male,1989-05-10T00:00:00Z,11,Q73024554-D4CC172D-B886-47BE-9045-16DBFBFB3508
Q73024817,Anna Pieczarka,Q108524676,PiS,,,female,1977-02-15T00:00:00Z,11,Q73024817-43DD3C10-5C81-476A-A298-59DC6875DBE6
Q73025004,Stefan Krajewski,Q108524672,KP,,,male,1981-06-08T00:00:00Z,11,Q73025004-9C6FF904-8DE7-4D93-BC37-8ECDB8C191B0
Q73411851,Mariusz Kałużny,Q108524676,PiS,,,male,1986-08-10T00:00:00Z,11,Q73411851-343799F5-E3F1-40DF-9DF5-6F610D1BB99D
Q73424976,Aleksander Miszalski,Q108524655,KO,,,male,1980-08-07T00:00:00Z,11,Q73424976-DA1AACAE-6408-46DC-AC9B-43DC0163575C
Q73675494,Konrad Berkowicz,Q108524680,Konfederacja,,,male,1984-05-27T00:00:00Z,11,Q73675494-EE9664C5-5E45-484C-9FFA-6759C1481EBE
Q73675982,Kazimierz Choma,Q108524676,PiS,,,male,1957-12-16T00:00:00Z,11,Q73675982-573626E8-86FD-49B0-A474-1896B07A2E91
Q73676585,Aleksandra Gajewska,Q108524655,KO,,,female,1989-08-22T00:00:00Z,11,Q73676585-0F7FDD83-DDF6-4DB1-9F1F-9DD2074FAAF9
Q73677058,Robert Gontarz,Q108524676,PiS,,,male,1993-07-02T00:00:00Z,11,Q73677058-D08CB276-7312-4972-850D-A03ECB49B2B4
Q73678705,Michał Krawczyk,Q108524655,KO,,,male,1978-03-21T00:00:00Z,11,Q73678705-96B57421-0C46-49B9-A9D1-07CF18B1934E
Q73679158,Władysław Kurowski,Q108524676,PiS,,,male,1960-04-14T00:00:00Z,11,Q73679158-C9F000C4-83EA-40A4-AB3D-6B986A8B1280
Q73679465,Beata Maciejewska,Q108524674,Lewica,,,female,1968-08-13T00:00:00Z,11,Q73679465-8E031CD3-10CE-4DC6-8025-83D3D7301C14
Q73681986,Franciszek Sterczewski,Q108524655,KO,,,male,1988-03-17T00:00:00Z,11,Q73681986-D229A4CE-1AD2-42C3-AC2C-FA8C8D42B0B3
Q73682288,Aleksandra Szczudło,Q108524676,PiS,,,female,1983-09-22T00:00:00Z,11,Q73682288-8B188458-CE6E-4864-A30F-4D995EA67130
Q73682661,Tomasz Trela,Q108524674,Lewica,,,male,1979-12-30T00:00:00Z,11,Q73682661-058A564B-E7FE-4855-8F03-B1D2A1FF002A
Q73682955,Michał Urbaniak,Q108524680,Konfederacja,,,male,1990-11-24T00:00:00Z,11,Q73682955-209CFA92-7EB4-4A6B-878F-40196AA04243
Q73683838,Anna Maria Żukowska,Q108524674,Lewica,,,female,1983-06-11T00:00:00Z,11,Q73683838-f8cf2490-400d-2cf2-402c-998b1e1c56d6
Q744579,Cezary Tomczyk,Q108524655,KO,,,male,1984-08-25T00:00:00Z,11,Q744579-A9D4BDDD-675B-450C-9CA2-818DC34622CF
Q7674543,Tadeusz Woźniak,Q108524676,PiS,,,male,1960-01-15T00:00:00Z,11,Q7674543-1E80EB3F-F9C4-4E56-A679-6818EDA2075F
Q7818431,Tomasz Lenz,Q108524655,KO,,,male,1968-12-08T00:00:00Z,11,Q7818431-FA3D4621-E003-4C79-9ADA-B3D7982F3E5F
Q7901327,Urszula Augustyn,Q108524655,KO,,,female,1964-09-01T00:00:00Z,11,Q7901327-41DA6449-B8E2-43C9-9AE1-25D81967B71D
Q7961661,Waldy Dzikowski,Q108524655,KO,,,male,1959-07-23T00:00:00Z,11,Q7961661-7317f0a4-4f93-6048-0fe3-341b2e3c7f59
Q8029156,Wojciech Szarama,Q108524676,PiS,,,male,1955-12-16T00:00:00Z,11,Q8029156-163AD84B-FFD4-49F6-9615-A05BF71D7901
Q8067731,Zbigniew Grzegorz Hoffmann,Q108524676,PiS,,,male,1963-07-05T00:00:00Z,11,Q8067731-CDC5ED3B-FC8E-40A3-8292-E2D4997C8A5B
Q807345,Barbara Bartuś,Q108524676,PiS,,,female,1967-07-03T00:00:00Z,11,Q807345-E149BA06-A6EB-4602-A732-4E258EFB759B
Q85865695,Mariusz Gosek,Q108524676,PiS,,,male,1982-08-20T00:00:00Z,11,Q85865695-58A99FBA-9C47-41A3-9FAA-AF8E1D6A54A3
Q9140620,Adam Śnieżek,Q108524676,PiS,,,male,1951-02-25T00:00:00Z,11,Q9140620-762116B9-326E-40A1-8F38-29804BF16650
Q9155500,Anna Milczanowska,Q108524676,PiS,,,female,1958-07-18T00:00:00Z,11,Q9155500-D7CAB09C-BD6B-4E94-9864-FA88A6D375AC
Q9166138,Bartosz Kownacki,Q108524676,PiS,,,male,1979-08-11T00:00:00Z,11,Q9166138-15938174-C1E1-4086-966D-D3C6D99FF3C5
Q9202040,Dariusz Joński,Q108524655,KO,,,male,1979-01-12T00:00:00Z,11,Q9202040-601C16E9-ADD4-461D-AE99-20D7B0CDDAD6
Q9202091,Dariusz Kurzawa,Q108524672,KP,,,male,1976-06-26T00:00:00Z,11,Q9202091-4A2BECAF-0B52-4FA3-8DC1-35C48B7DBD11
Q9202176,Dariusz Piontkowski,Q108524676,PiS,,,male,1964-12-17T00:00:00Z,11,Q9202176-3A31EA1F-CF76-4CA4-A5BB-FA2DEF074DDF
Q9253123,Elżbieta Gapińska,Q108524655,KO,,,female,1960-10-03T00:00:00Z,11,Q9253123-EA26B4B8-A8BD-4A19-90C2-FF4E39D68AD5
Q9253243,Elżbieta Płonka,Q108524676,PiS,,,female,1951-11-05T00:00:00Z,11,Q9253243-19EA01B0-866B-40B5-BCD2-3E41FB0B7034
Q9256656,Ewa Filipiak,Q108524676,PiS,,,female,1957-03-29T00:00:00Z,11,Q9256656-0BD96EC6-CE8E-4584-8417-DA2E63ABE152
Q9256715,Ewa Kołodziej,Q108524655,KO,,,female,1978-09-02T00:00:00Z,11,Q9256715-D3B12C42-CD98-423F-8C12-53637D4C9F2C
Q9281962,Grzegorz Matusiak,Q108524676,PiS,,,male,1961-02-24T00:00:00Z,11,Q9281962-FAED2938-4D26-412F-A143-6FA8D1A44708
Q9282037,Grzegorz Piechowiak,Q108524676,PiS,,,male,1963-09-14T00:00:00Z,11,Q9282037-123E5F5C-DD01-4D94-AF50-FDCF6F0FF942
Q9282181,Grzegorz Wojciechowski,Q108524676,PiS,,,male,1960-08-25T00:00:00Z,11,Q9282181-117D4B1E-FEF6-44FA-8AC5-AA8C8EA31F4A
Q9296852,Iwona Śledzińska-Katarasińska,Q108524655,KO,,,female,1941-01-03T00:00:00Z,11,Q9296852-1904F386-14AA-42EB-B2F6-4A2703C7959F
Q9296902,Stanisław Szwed,Q108524676,PiS,,,male,1955-04-12T00:00:00Z,11,Q9296902-EDA87EB4-9CD3-482E-8FF0-B7E15DE312C0
Q9296914,Sławomir Zawiślak,Q108524676,PiS,,,male,1963-06-09T00:00:00Z,11,Q9296914-196B0CB7-F21D-453E-AE9E-ED48E10721F3
Q9296948,Jan Łopata,Q108524672,KP,,,male,1954-08-16T00:00:00Z,11,Q9296948-588B909D-545B-4EAE-810D-94B03C41B820
Q9297870,Jerzy Polaczek,Q108524676,PiS,,,male,1961-08-24T00:00:00Z,11,Q9297870-B6A25077-17D1-4883-A565-9F9ED1A4ECBB
Q9303570,Rajmund Miller,Q108524655,KO,,,male,1954-07-16T00:00:00Z,11,Q9303570-BE223806-84A6-40B2-A6B2-0B7B3EF4563E
Q9310929,Robert Kropiwnicki,Q108524655,KO,,,male,1974-07-23T00:00:00Z,11,Q9310929-88EDCE48-0E57-4813-9686-586952BC9236
Q9310945,Robert Kwiatkowski,Q108524674,Lewica,,,male,1961-11-07T00:00:00Z,11,Q9310945-5D4C215A-8EE2-4230-BBAD-7330264BB72C
Q9311126,Robert Telus,Q108524676,PiS,,,male,1969-04-18T00:00:00Z,11,Q9311126-F76658B2-69A3-46FB-B024-E38353341828
Q9325008,Ryszard Terlecki,Q108524676,PiS,,,male,1949-09-02T00:00:00Z,11,Q9325008-8395D907-E379-41CE-9F53-BCC7E0AFD8B2
Q9325029,Ryszard Wilczyński,Q108524655,KO,,,male,1960-10-23T00:00:00Z,11,Q9325029-DFFE610C-44FE-431B-BA70-05591925B4ED
Q932772,Marek Kuchciński,Q108524676,PiS,,,male,1955-08-09T00:00:00Z,11,Q932772-F1F3B1E6-3120-4168-B3BB-6D49403A5074
Q9353185,Sławomir Neumann,Q108524655,KO,,,male,1968-04-30T00:00:00Z,11,Q9353185-C6EA0E8F-8AF1-40F3-8A90-D4E0F7639A59
Q9357376,Teresa Wargocka,Q108524676,PiS,,,female,1955-12-18T00:00:00Z,11,Q9357376-EF7B7527-17ED-4A04-8F27-92C15D068DDA
Q9359746,Tomasz Szymański,Q108524655,KO,,,male,1978-04-24T00:00:00Z,11,Q9359746-2EC2E00F-DA96-4942-9697-F7EA2AF2D8C3
Q9359824,Tomasz Zimoch,Q108524677,Polska2050,,,male,1957-10-30T00:00:00Z,11,Q9359824-7A17E52A-B9F3-4EC8-A6E1-3AB25F8AA8D4
Q9367197,Urszula Pasławska,Q108524672,KP,,,female,1977-01-28T00:00:00Z,11,Q9367197-54124F57-554F-483F-AF93-C57CA2B7BAA2
Q9370246,Waldemar Sługocki,Q108524655,KO,,,male,1971-09-09T00:00:00Z,11,Q9370246-5065B693-D00B-46CF-AC52-C18E74B5840D
Q9376605,Wojciech Kossakowski,Q108524676,PiS,,,male,1977-04-23T00:00:00Z,11,Q9376605-50E5BE1A-2EE9-46BE-8163-72FD28CF10D8
Q9376668,Wojciech Maksymowicz,Q108524677,Polska2050,,,male,1955-05-24T00:00:00Z,11,Q9376668-0367911F-A74D-4D5B-A792-E027F3147590
Q9376709,Wojciech Murdzek,Q108524676,PiS,,,male,1957-12-13T00:00:00Z,11,Q9376709-1292633D-849D-40DE-B645-031FBB29D7D4
Q9377016,Wojciech Zubowski,Q108524676,PiS,,,male,1979-11-12T00:00:00Z,11,Q9377016-B7D70B63-9E4B-4DFF-9469-99BAF81ABF13
Q9381766,Władysław Dajczak,Q108524676,PiS,,,male,1959-07-10T00:00:00Z,11,Q9381766-43BA71FA-D454-4FE0-B2B1-C1564AF105BD
Q9382607,Włodzimierz Czarzasty,Q108524674,Lewica,,,male,1960-05-03T00:00:00Z,11,Q9382607-FFEB2CFF-3A0E-4CB6-A7A2-2857FA647066
Q9382853,Włodzimierz Tomaszewski,Q108524676,PiS,,,male,1956-11-16T00:00:00Z,11,Q9382853-F50BAE8A-BC05-44A7-89F0-22B276B5710C
Q9388028,Zbigniew Konwiński,Q108524655,KO,,,male,1974-03-24T00:00:00Z,11,Q9388028-D9D0F850-929E-44B0-A8B8-57A3B2BF43ED
Q9388252,Zbigniew Rau,Q108524676,PiS,Q8081135,Łódź,male,1955-02-03T00:00:00Z,11,Q9388252-a519494e-4497-056c-7d3e-9d1f35503ce7
Q9391730,Zofia Czernow,Q108524655,KO,,,female,1950-09-30T00:00:00Z,11,Q9391730-C020652C-246C-428F-A5BC-77C2B167EC3B
Q941664,Eugeniusz Czykwin,Q108524655,KO,,,male,1949-09-12T00:00:00Z,11,Q941664-a9733fea-4cac-b286-3856-08c89f5aa18c
Q943067,Sławomir Nitras,Q108524655,KO,,,male,1973-04-26T00:00:00Z,11,Q943067-00E2E960-4AA0-49C8-B4ED-C569C01B53D9
Q984160,Tomasz Siemoniak,Q108524655,KO,,,male,1967-07-02T00:00:00Z,11,Q984160-3D7F6771-0979-4393-84D0-B60FBBF98550
Q24840,Jagna Marczułajtis-Walczak,Q108524655,KO,,,female,1978-12-15T00:00:00Z,11,Q24840-0D08DEAF-69FF-44DD-9775-3E2FF2674B5C
Q55390,Paweł Kukiz,Q108524687,Kukiz15,,,male,1963-06-24T00:00:00Z,11,Q55390-FAF75CC9-454A-4837-92C0-F5FF3C817D32
Q55917,Jarosław Kaczyński,Q108524676,PiS,,,male,1949-06-18T00:00:00Z,11,Q55917-3DFCA89F-2A46-471F-B64F-A21580D7D775
